Arrival Date,Consignee,Consignee Address,Consignee City,Consignee State/Region,Consignee Postal Code,Consignee Country,Consignee Full Address,Consignee Email 1,Consignee Email 2,Consignee Email 3,Consignee Phone 1,Consignee Phone 2,Consignee Phone 3,Consignee Fax,Consignee Website 1,Consignee Website 2,Consignee Profile,Consignee D-U-N-S®,Consignee Industry,Consignee Revenue,Consignee Employees,Consignee Market Capitalization,Consignee Trade Roles,Consignee SIC Codes,Shipper,Shipper Address,Shipper City,Shipper State/Region,Shipper Postal Code,Shipper Country,Shipper Full Address,Shipper Email 1,Shipper Email 2,Shipper Email 3,Shipper Phone 1,Shipper Phone 2,Shipper Phone 3,Shipper Fax,Shipper Website 1,Shipper Website 2,Shipper Profile,Shipper D-U-N-S®,Shipper Industry,Shipper Revenue,Shipper Employees,Shipper Market Capitalization,Shipper Trade Roles,Shipper SIC Codes,Shipment Destination,Shipment Destination Region,Quantity,Weight (kg),Value of Goods (USD),Number of Containers,HS Code,Goods Shipped
2018-02-26,Eco Vessel,5485 Conestoga Court,Boulder,Colorado,80301,United States,"5485 Conestoga Court, Boulder, CO 80301, USA",,,,+1 800 969 2962,,,,ecovessel.com,,https://panjiva.com/Eco-Vessel/4415322,,,2049033,12,,Wholesale,"3312, 5099, 5719, 7389",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Service Port-Denver, Denver, Colorado",North Central Region,960 PKG,9454.0,"",1,9617.00,VACUUM FLASK
2018-02-26,Ups Supply Chain Solutions,449 Cooke Street,Honolulu,Hawaii,96813,United States,"449 Cooke Street, Honolulu, HI 96813, USA",upsusarmstrong@ups.com,"teespinoza,samsung012@ups.com",penac.cleveland@ups.com,+1 808 591 9522,,,,ttecorp.com,ups.com,https://panjiva.com/Ups-Supply-Chain-Solutions/1855239,,Air Freight and Logistics,190000,10000,,"Manufacturer, Logistics, Finance",5072,,,,,,,,,,,,,,,,,,,,,,,,,"Port of Long Beach, Long Beach, California",Pacific Region,4782 PCS,16661.0,"",2,9404.90; 9404.90,"GENERAL DEPARTMENT STORE MRCHD
THROW (100% POLYESTER)(GDSM)
FOOTWEAR
BED IN A BAG 100% POLY
SOLID SHAMS
SOLID COMFORTER
MONTAUK COMFORTER
100% POLYESTER COMFORTER SETS
GP QUILT
ZHEJIANG KATA TECHNOLOGY
CO.,LTD
NINGBO JADE SHOES CO.,LTD.
SUZHOU EVERICH IMP.AND EXP.
CO., LTD.
ZHEJIANG PUJIANG YIERHONG
INDUSTRY & TRADE CO.,LTD
JIANGSU HOLLY EVERLASTING
INC
YANCHENG JINYUE TEXTILE
ARTS CO.,LTD
PO#P357D R F C T P352Z
B2ZH2 3 5 VTW7D
DEPT#035 048
REF#101 102
TOTAL QTY.15836 PCS
CODE:MIR MIRA LOMA,CA
THE ABOVE SHIPMENT
DOES NOT CONTAIN
ANY SOLID WOOD PACKAGING
MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY:
MIRA LOMA,CA 91752 DOOR
CONTAINER GATE-IN DATE:
THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING
MATERIAL; GENERAL DEPARTMENT STORE MRCHD
THROW (100% POLYESTER)(GDSM)
FOOTWEAR
BED IN A BAG 100% POLY
SOLID SHAMS
SOLID COMFORTER
MONTAUK COMFORTER
100% POLYESTER COMFORTER SETS
GP QUILT
ZHEJIANG KATA TECHNOLOGY
CO.,LTD
NINGBO JADE SHOES CO.,LTD.
SUZHOU EVERICH IMP.AND EXP.
CO., LTD.
ZHEJIANG PUJIANG YIERHONG
INDUSTRY & TRADE CO.,LTD
JIANGSU HOLLY EVERLASTING
INC
YANCHENG JINYUE TEXTILE
ARTS CO.,LTD
PO#P357D R F C T P352Z
B2ZH2 3 5 VTW7D
DEPT#035 048
REF#101 102
TOTAL QTY.15836 PCS
CODE:MIR MIRA LOMA,CA
THE ABOVE SHIPMENT
DOES NOT CONTAIN
ANY SOLID WOOD PACKAGING
MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY:
MIRA LOMA,CA 91752 DOOR
CONTAINER GATE-IN DATE:
THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING
MATERIAL"
2018-02-24,Costco Wholesale,999 Lake Drive,Issaquah,Washington,98027,United States,"999 Lake Drive, Issaquah, WA 98027, USA",exports@costco.com,,,+1 425 313 8100,,,+1 425 313 8103,costco.com,,https://panjiva.com/Costco-Wholesale/1824647,103391843,Food and Staples Retailing,129025000000.0,194000,107431955167.0,"",5399,Ups Scs (China) Ltd. Ningbo Branch,,Shanghai,Shanghai,200127,China,"Pudong, Shanghai, China, 200127",hengyeshen@163.com,cathy@chinachenxiao.com,yw2.xinyun@gmail.com,+86 862227217071,,,+86 862227217078,hongliu.js.cn,vip.163.com,https://panjiva.com/Ups-Scs-China-Ltd-Ningbo-Branch/1777636,529929218,,262983098,100,,"Manufacturer, Logistics",4731,"Port of Oakland, Oakland, California",Pacific Region,86 CTN,8534.0,"",1,9617.00,"VACUUM FLASK
HTS CODE 961700
PO1790919445
S-C#GB17-0122
AMS PREPAID
IF APPLICABLE CPSIA URL WWW.
COSTCOCPSIA.COM
FREIGHT COLLECT
#
EL 0571-87923688"
2018-02-24,Costco Wholesale,999 Lake Drive,Issaquah,Washington,98027,United States,"999 Lake Drive, Issaquah, WA 98027, USA",exports@costco.com,,,+1 425 313 8100,,,+1 425 313 8103,costco.com,,https://panjiva.com/Costco-Wholesale/1824647,103391843,Food and Staples Retailing,129025000000.0,194000,107431955167.0,"",5399,Ups Scs (China) Ltd. Ningbo Branch,,Shanghai,Shanghai,200127,China,"Pudong, Shanghai, China, 200127",hengyeshen@163.com,cathy@chinachenxiao.com,yw2.xinyun@gmail.com,+86 862227217071,,,+86 862227217078,hongliu.js.cn,vip.163.com,https://panjiva.com/Ups-Scs-China-Ltd-Ningbo-Branch/1777636,529929218,,262983098,100,,"Manufacturer, Logistics",4731,"Port of Oakland, Oakland, California",Pacific Region,86 CTN,8534.0,"",1,9617.00,"VACUUM FLASK
HTS CODE 961700
PO1790919444
S-C#GB17-0122
AMS PREPAID
IF APPLICABLE CPSIA URL WWW.
COSTCOCPSIA.COM
FREIGHT COLLECT
#
EL 0571-87923688"
2018-02-24,Costco Wholesale,999 Lake Drive,Issaquah,Washington,98027,United States,"999 Lake Drive, Issaquah, WA 98027, USA",exports@costco.com,,,+1 425 313 8100,,,+1 425 313 8103,costco.com,,https://panjiva.com/Costco-Wholesale/1824647,103391843,Food and Staples Retailing,129025000000.0,194000,107431955167.0,"",5399,Ups Scs (China) Ltd. Ningbo Branch,,Shanghai,Shanghai,200127,China,"Pudong, Shanghai, China, 200127",hengyeshen@163.com,cathy@chinachenxiao.com,yw2.xinyun@gmail.com,+86 862227217071,,,+86 862227217078,hongliu.js.cn,vip.163.com,https://panjiva.com/Ups-Scs-China-Ltd-Ningbo-Branch/1777636,529929218,,262983098,100,,"Manufacturer, Logistics",4731,"Port of Oakland, Oakland, California",Pacific Region,86 CTN,8534.0,"",1,9617.00,"VACUUM FLASK
HTS CODE 961700
PO1790919446
S-C#GB17-0122
AMS PREPAID
IF APPLICABLE CPSIA URL WWW.
COSTCOCPSIA.COM
FREIGHT COLLECT
#
EL 0571-87923688"
2018-02-22,Motivation Design Llc,2 Fanaras Drive,Salisbury,Massachusetts,01952,United States,"2 Fanaras Drive #2d, Salisbury, MA 01952, USA",,,,+1 978 465 5678,,,+1 815 642 0182,motivation-design.com,,https://panjiva.com/Motivation-Design-Llc/2075550,,Household Products,3316182,10,,"",5013,Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Illinois International Port District, Chicago, Illinois",North Central Region,208 CTN,1414.0,"",1,3923.30,PLASTIC BOTTLE
2018-02-21,Trademaster Safety And Supply,9921 Leatrice Drive,Villa Park,California,92861,United States,"9921 Leatrice Drive, Villa Park, CA 92861, USA",,,,+1 714 272 9070,+1 714 272 0970,,,,,https://panjiva.com/Trademaster-Safety-And-Supply/32225876,,,,,,"Trading Company, Wholesale","",Everich Industries Ltd.,,Hangzhou,Zhejiang,,China,"Binjiang, Hangzhou, Zhejiang, China",,,,,,,,,,https://panjiva.com/Everich-Industries-Ltd/41676807,,,,,,Manufacturer,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,380 CTN,8200.0,"",1,"",EIFS MESH
2018-02-21,Allied Imex Inc.,1530 West El Segundo Boulevard,Gardena,California,90249,United States,"1530 West El Segundo Boulevard, Gardena, CA 90249, USA",sales@alliedimex.com,,,+1 310 516 1616,,,+1 310 516 9696,alliedimex.com,,https://panjiva.com/Allied-Imex-Inc/1893882,,,2695212,15,,Wholesale,"5023, 5719",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","The Port of Los Angeles, Los Angeles, California",Pacific Region,1200 CTN,3600.0,"",1,3924.10,"PLASTIC MUG
PLASTIC MUG
THE SAME
THE SAME
THE SAME
THE SAME
THE SAME"
2018-02-21,Bentley Consulting Services Corp.,430 Lake Cook Road,Deerfield,Illinois,60015,United States,"430 Lake Cook Road, Deerfield, IL 60015, USA",,,,,,,,,,https://panjiva.com/Bentley-Consulting-Services-Corp/4385376,,,190000,2,,"",8748,Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","The Port of Los Angeles, Los Angeles, California",Pacific Region,93 PKG,1674.0,"",1,3923.10,PLASTIC FOOD CONTAINER
2018-02-20,Edward Don & Co. Texas Dc,3501 Plano Parkway,The Colony,Texas,75056,United States,"3501 Plano Parkway, The Colony, TX 75056, USA",,,,,,,,,,https://panjiva.com/Edward-Don-Co-Texas-Dc/39716341,,,,,,"","",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Dallas/Fort Worth International Airport, Dallas/Ft. Worth Airport, Texas",Southwest Region,1190 CTN,6961.0,"",1,3924.10,PLASTIC MUG
2018-02-20,Costco Wholesale,999 Lake Drive,Issaquah,Washington,98027,United States,"999 Lake Drive, Issaquah, WA 98027, USA",exports@costco.com,,,+1 425 313 8100,,,+1 425 313 8103,costco.com,,https://panjiva.com/Costco-Wholesale/1824647,103391843,Food and Staples Retailing,129025000000.0,194000,107431955167.0,"",5399,Ups Scs (China) Ltd. Ningbo Branch,,Shanghai,Shanghai,200127,China,"Pudong, Shanghai, China, 200127",hengyeshen@163.com,cathy@chinachenxiao.com,yw2.xinyun@gmail.com,+86 862227217071,,,+86 862227217078,hongliu.js.cn,vip.163.com,https://panjiva.com/Ups-Scs-China-Ltd-Ningbo-Branch/1777636,529929218,,262983098,100,,"Manufacturer, Logistics",4731,"The Port of Los Angeles, Los Angeles, California",Pacific Region,86 CTN,8534.0,"",1,9617.00,"VACUUM FLASK
HTS CODE 961700
PO5840919410
S-C#GB17-0122
AMS PREPAID
IF APPLICABLE CPSIA URL WWW.
COSTCOCPSIA.COM
FREIGHT COLLECT
#
EL 0571-87923688"
2018-02-19,Kable Packaging,4275 Thunderbird Lane,Fairfield,Ohio,45014,United States,"4275 Thunderbird Lane, Fairfield, OH 45014, USA",,,,+1 513 671 2800,,,,,,https://panjiva.com/Kable-Packaging/29766463,038746938,,2912253,15,,"","4225, 7389",Lianyungang Xuanyi Imp.&Exp.,Ba Yi Bei Jie,Jinhua Shi,Zhejiang Sheng,321000,China,"Ba Yi Bei Jie, Wucheng Qu, Jinhua Shi, Zhejiang Sheng, China, 321000",,,,+86 579 8251 5112,+86 82515112,+86 579 8529 9397,,,,https://panjiva.com/Lianyungang-Xuanyi-Imp-Exp/24174932,,,,,,"Trading Company, Wholesale","","The Port of Los Angeles, Los Angeles, California",Pacific Region,63 PKG,743.0,"",1,3304.10,"LIP GLOSS STARDROPS BY JELLY PONG PONG (WITH
SECONDARY)"
2018-02-19,Jrd Marketing Llc,6225 Spectrum,Irvine,California,92618,United States,"6225 Spectrum, Irvine, CA 92618, USA",,,,+1 562 552 5666,,,,,,https://panjiva.com/Jrd-Marketing-Llc/37594669,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Dallas/Fort Worth International Airport, Dallas/Ft. Worth Airport, Texas",Southwest Region,63 PKG,819.0,"",1,9617.00,VACUUM FLASK
2018-02-18,Berney Kapr Inc.,3350 East 26th Street,Vernon,California,90058,United States,"3350 East 26th Street, Vernon, CA 90058, USA",art@ceramic-source.com,,,+1 323 260 7122,,,+1 323 260 7245,ceramic-source.com,,https://panjiva.com/Berney-Kapr-Inc/1839311,,Household Durables,8267238,74,,"",3269,Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","The Port of Los Angeles, Los Angeles, California",Pacific Region,1224 PCS,16474.0,"",1,3923.50.00; 3924.10; 3926.90,"PLASTIC MUG 392410
PLASTIC BALL 392690
STONEWARE COFFEE MUG 69111019
PLASTIC LID 39235000
.
."
2018-02-17,Dave Ribeiro Llc,658 107th Avenue North,Naples,Florida,34108,United States,"658 107th Ave N, Naples, FL 34108, USA",,,,,,,,,,https://panjiva.com/Dave-Ribeiro-Llc/39742993,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port Of Entry-Miami Seaport, Miami, Florida",Southeast Region,259 CTN,2775.0,"",1,9617.00,VACUUM FLASK
2018-02-14,Real Value Llc,1006 24th Avenue Northwest,Norman,Oklahoma,73069,United States,"1006 24th Ave NW #120, Norman, OK 73069, USA",,,,,,,,,,https://panjiva.com/Real-Value-Llc/39753458,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port of Long Beach, Long Beach, California",Pacific Region,851 CTN,6634.0,"",1,9617.00,VACUUM CUP VACUUM FLASK
2018-02-12,Litehouse Custom Printing Inc.,1920 Industrial Drive,Sandpoint,Idaho,83864,United States,"1920 Industrial Drive, Sandpoint, ID 83864, USA",CS@lcpmugs.com,,,+1 208 263 9745,,,+1 208 263 8149,lcpmugs.com,,https://panjiva.com/Litehouse-Custom-Printing-Inc/2036654,,,4267193,30,,Manufacturer,"2396, 2752, 2759",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Port of Seattle, Seattle, Washington",Pacific Region,1190 CTN,11061.0,"",1,3923.30,PLASTIC LIDSTAINLESS STEEL CUPVACUUM BOTTLE
2018-02-12,Flexport La Warehouse,6201 Knott Avenue,Buena Park,California,90620,United States,"6201 Knott Ave, Buena Park, CA 90620, USA",,,,,,,,,,https://panjiva.com/Flexport-La-Warehouse/46429367,,,,,,Trading Company,"","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,180 CTN,18228.0,"",2,9617.00; 9617.00,VACUUM FLASK; VACUUM FLASK
2018-02-12,Re Lab Inc.,9410 Gidley Street,Temple City,California,91780,United States,"9410 Gidley St, Temple City, CA 91780, USA",,,,+1 949 378 0777,+1 323 620 5677,,,,,https://panjiva.com/Re-Lab-Inc/42198055,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port Of Entry-Nashville, Nashville, Tennessee",South Central Region,83 CTN,459.0,"",1,"",PLASTIC LID
2018-02-05,Base Brandsmllc,6565 Knott Avenue,Buena Park,California,90620,United States,"6565 Knott Avenue, Buena Park, CA 90620, USA",,,,+1 404 542 6545,,,,,,https://panjiva.com/Base-Brandsmllc/35131563,,,,,,"","","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,1894 CTN,5414.0,"",1,7323.93,STAINLESS DW CUP /DW FLASK
2018-02-05,Derrs Holdings Inc.,9559 Collins Avenue,Surfside,Florida,33154,United States,"9559 Collins Ave #1001, Surfside, FL 33154, USA",,,,,,,,,,https://panjiva.com/Derrs-Holdings-Inc/38960980,,,,,,Wholesale,"",Everichcommercegroup Ltd.,Zhijiang Road,Hangzhou Shi,Zhejiang Sheng,310016,China,"Zhijiang Rd, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",,,,,,,,,,https://panjiva.com/Everichcommercegroup-Ltd/46395611,,,,,,"","","The Port of Los Angeles, Los Angeles, California",Pacific Region,45 CTN,640.0,"",1,3923.10,PLASTIC FOOD CONTAINER
2018-02-02,Scribe Opco Inc. Dba Bic Graphic,4079 Pepin Avenue,Red Wing,Minnesota,55066,United States,"4079 Pepin Ave, Red Wing, MN 55066, USA",,,,,,,,,,https://panjiva.com/Scribe-Opco-Inc-Dba-Bic-Graphic/46093490,,,,,,"","",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Minneapolis St.Paul International Airport, Minneapolis‑St. Paul, Minnesota",North Central Region,125 CTN,1250.0,"",1,9608.10,BALL PEN
2018-02-02,Gsi Outdoors,1023 South Pines Road,Spokane Valley,Washington,99206,United States,"1023 South Pines Road, Spokane Valley, WA 99206, USA",,,,+1 509 928 9611,,,+1 509 928 8339,gsioutdoors.com,,https://panjiva.com/Gsi-Outdoors/2002899,,Household Durables,3071530,20,,"","3949, 5091",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Port of Portland, Portland, Oregon",Pacific Region,150 CTN,960.0,"",1,7323.93,STAINLESS STEEL MUG
2018-02-01,Real Value Llc,1006 24th Avenue Northwest,Norman,Oklahoma,73069,United States,"1006 24th Ave NW #120, Norman, OK 73069, USA",,,,,,,,,,https://panjiva.com/Real-Value-Llc/39753458,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port of Long Beach, Long Beach, California",Pacific Region,932 CTN,8928.0,"",1,9617.00,VACUUM CUP VACUUM FLASK
2018-01-22,Base Brandsmllc,6565 Knott Avenue,Buena Park,California,90620,United States,"6565 Knott Avenue, Buena Park, CA 90620, USA",,,,+1 404 542 6545,,,,,,https://panjiva.com/Base-Brandsmllc/35131563,,,,,,"","","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,820 CTN,1588.0,"",1,"",STAINLESS DW CUP
2018-01-18,Real Value Llc,1006 24th Avenue Northwest,Norman,Oklahoma,73069,United States,"1006 24th Ave NW #120, Norman, OK 73069, USA",,,,,,,,,,https://panjiva.com/Real-Value-Llc/39753458,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port of Long Beach, Long Beach, California",Pacific Region,8580 CTN,15444.0,"",2,9617.00; 9617.00,VACUUM FLASK; VACUUM FLASK
2018-01-18,Sweda Co. Llc,,,,,,"17411 VALLEY BOULEVARD CITY OF INDUSTRY, CA 91744",,,,+1 626 357 9999,,,+1 626 357 6080,,,https://panjiva.com/Sweda-Co-Llc/1865860,,,121463020,200,,"Manufacturer, Wholesale","5044, 5094","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Long Beach, Long Beach, California",Pacific Region,166 PCS,1776.0,"",1,9617.00,"VACUUM FLASK + THIS SHIPMENT CONTAINS NO
SOLID WOOD PACKAGING MATERIALS
."
2018-01-16,Eco Vessel,5485 Conestoga Court,Boulder,Colorado,80301,United States,"5485 Conestoga Court, Boulder, CO 80301, USA",,,,+1 800 969 2962,,,,ecovessel.com,,https://panjiva.com/Eco-Vessel/4415322,,,2049033,12,,Wholesale,"3312, 5099, 5719, 7389","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Tacoma, Tacoma, Washington",Pacific Region,109 CTN,1112.0,"",1,3923.30,PLASTIC BOTTLE
2018-01-13,Rauch & Romanshek Industries Llc,W209N17150 Industrial Drive,Slinger,Wisconsin,53086,United States,"W209N17150 Industrial Dr, Slinger, WI 53086, USA",,,,,,,,,,https://panjiva.com/Rauch-Romanshek-Industries-Llc/39987410,,,,,,Manufacturer,"","Hangzhou Everich E Commerce Co., Ltd.",,Hangzhou,Zhejiang,,China,"Hangzhou, Zhejiang, China",,,,+86 571 8781 1536,+86 571 8792 3688,+86 571 8792 3660,,,,https://panjiva.com/Hangzhou-Everich-E-Commerce-Co-Ltd/39836476,,,,,,"","","The Port of Los Angeles, Los Angeles, California",Pacific Region,235 CTN,2233.0,"",1,"",VACUUM CUP
2018-01-13,Bfsm Llc,3920 South Walton Walker Boulevard,Dallas,Texas,75236,United States,"3920 South Walton Walker Boulevard, Dallas, TX 75236, USA",,,,+1 214 333 2111,,,,,,https://panjiva.com/Bfsm-Llc/1916687,,,224046,2,,"",5199,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Dallas/Fort Worth International Airport, Dallas/Ft. Worth Airport, Texas",Southwest Region,84 CTN,605.0,"",1,7323.93,STAINLESS STEEL BOTTLE
2018-01-12,Hydy Inc.,11870 Santa Monica Boulevard,Los Angeles,California,90025,United States,"11870 Santa Monica Blvd, Los Angeles, CA 90025, USA",,,,+1 347 712 7036,,,,,,https://panjiva.com/Hydy-Inc/39712712,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port of Oakland, Oakland, California",Pacific Region,27 CTN,206.0,"",1,9617.00,VACUUM FLASK
